20240213	20:18:57	f6a8d203-edb1-4cda-8961-bb5038f2b0c9	GET	undefined	/
20240213	20:18:57	19321fd9-65ec-4337-86ae-7f9a4b7373f0	GET	undefined	/css/style.css
20240213	20:18:58	30b53195-95fd-49fc-bb54-a95d40bc6273	GET	undefined	/favicon.ico
20240213	20:19:03	41bd82c8-f240-4586-a335-2a0f138aa76c	GET	undefined	/users
20240213	20:19:04	a11bb00a-b210-4b0c-a31e-9cc9046ac04a	GET	undefined	/css/style.css
20240213	20:19:08	e5688912-1587-45aa-befa-546a45c83fa9	GET	undefined	/user
20240213	20:19:08	d42177d3-f1ae-4141-ae29-52a0faf4fece	GET	undefined	/css/style.css
20240213	20:19:45	21116b1d-ba34-4d0e-9d5f-dc46d4185f58	GET	undefined	/links
20240213	20:20:44	b1ec858d-8438-422a-8152-5bea866c2d48	GET	undefined	/users
20240213	20:20:44	21d37298-b808-4d19-9e5f-07b49fab765a	GET	undefined	/css/style.css
20240213	20:20:52	b43ae78a-5413-4e98-bc5b-70d054e54dbc	GET	undefined	/
20240213	20:20:52	de3fb366-99fb-456e-8cbe-a4d6acac30b7	GET	undefined	/css/style.css
20240213	20:24:05	aaff0c76-67cc-4b57-8ffe-412d42bb9009	GET	undefined	/useers
20240213	20:24:05	d8d2f9d5-8a4e-4cfd-9fd6-1eb55578c184	GET	undefined	/css/style.css
20240213	20:24:08	48923fb8-a88c-4be8-a884-5a0396ea8c99	GET	undefined	/users
20240213	20:24:08	36a2d630-3126-455c-acc7-4822c8c5b102	GET	undefined	/css/style.css
20240213	20:25:29	35d65f1c-0639-406c-a674-143917a1471c	GET	undefined	/auth
20240213	20:25:29	d9caa485-5b92-46e6-9216-d264d36dac57	GET	undefined	/css/style.css
20240213	20:25:35	13b9657d-bd4b-4459-a98d-fd1989d17389	GET	undefined	/users
20240213	20:25:36	c78bc9c6-33b9-4d27-8003-f2340b947fb9	GET	undefined	/users
20240213	20:25:36	266bb76d-e0b1-415a-9ee5-510c74049a7c	GET	undefined	/css/style.css
20240213	20:28:39	ebdcdff4-6884-4707-8a8b-d9047d642d48	GET	undefined	/1
20240213	20:28:40	851085b7-b982-4beb-8c2f-fe11d335a9ad	GET	undefined	/css/style.css
20240213	20:28:47	3e524884-cb31-4498-ab3c-8ceea84eea74	GET	undefined	/links/1
20240213	20:30:55	36ffd31c-d43f-4628-aa46-630f35db2711	GET	undefined	/register
20240213	20:30:55	d72fa5fa-9572-465a-bdfa-4f7c62c16969	GET	undefined	/css/style.css
20240213	21:04:40	03d3f5e2-c570-4045-9979-8177bfe4f64f	GET	undefined	/
20240213	21:04:40	dfcc8127-f1b5-4853-a7ee-96d23669f25a	GET	undefined	/css/style.css
20240213	21:27:34	602c3a72-47e8-4414-b3aa-3b63011b4350	OPTIONS	http://localhost:3000	/register
20240213	21:28:52	79b402a7-3eec-4ecf-b3b6-a96660f16d0f	OPTIONS	http://localhost:3000	/register
20240213	21:30:08	f6d8f503-2435-432c-ac64-7c270a79e3b7	OPTIONS	http://localhost:3000	/register
20240213	21:31:41	8d188210-1c12-497d-b90d-a131e74abd21	OPTIONS	http://localhost:3000	/register
